"type","Market_Title","Market_Id","Original_Date","Price_In_Cents","Amount_In_Dollars","Fee_In_Dollars","Traded_Time","Direction"
"Trade","Will the high temp in Chicago be 50-51° on Mar 29 2024?","494c92da-b406-4068-bd93-b692a9a56c30","Mar 29, 2024","99","8","0.00","Mar 29, 2024 at 7:46PM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","99","7","0.00","Mar 29, 2024 at 6:20PM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","99","40","0.00","Mar 29, 2024 at 6:17PM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","99","7","0.00","Mar 29, 2024 at 6:17PM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","99","40","0.00","Mar 29, 2024 at 6:17PM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","99","40","0.00","Mar 29, 2024 at 6:17PM EDT","No"
"Trade","Will the **high temp in Miami** be <73° on Mar 29 2024?","0570f38a-3aff-49fb-9e11-4beee7e767f8","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 4:51PM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 4:49PM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 29 2024?","d0a01e7f-6b60-44dd-b2cf-1ba4de673b21","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 4:49PM EDT","No"
"Trade","Will the **high temp in Miami** be <73° on Mar 29 2024?","0570f38a-3aff-49fb-9e11-4beee7e767f8","Mar 29, 2024","99","9","0.00","Mar 29, 2024 at 4:41PM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 4:41PM EDT","No"
"Trade","Will the **high temp in NYC** be 51-52° on Mar 29 2024?","730e330e-4d5a-4b79-b704-fc3a28208406","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 4:41PM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 4:04PM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 29 2024?","494c92da-b406-4068-bd93-b692a9a56c30","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 3:19PM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 29 2024?","d0a01e7f-6b60-44dd-b2cf-1ba4de673b21","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 2:46PM EDT","No"
"Trade","Will the **high temp in Austin** be 76-77° on Mar 29 2024?","962f9c27-dc98-489a-8587-399f56674099","Mar 29, 2024","99","18","0.00","Mar 29, 2024 at 2:39PM EDT","No"
"Trade","Will the **high temp in Austin** be 76-77° on Mar 29 2024?","962f9c27-dc98-489a-8587-399f56674099","Mar 29, 2024","99","40","0.00","Mar 29, 2024 at 2:39PM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 29 2024?","d3ef93b8-780f-45df-8a1f-60c6515f3d95","Mar 29, 2024","99","18","0.00","Mar 29, 2024 at 2:39PM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 29 2024?","d3ef93b8-780f-45df-8a1f-60c6515f3d95","Mar 29, 2024","99","40","0.00","Mar 29, 2024 at 2:39PM EDT","No"
"Trade","Will the **high temp in Miami** be 77-78° on Mar 29 2024?","154749a8-9f48-4d30-97df-5ea1dedaabeb","Mar 29, 2024","99","17","0.00","Mar 29, 2024 at 12:45PM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 29 2024?","d3ef93b8-780f-45df-8a1f-60c6515f3d95","Mar 29, 2024","99","10","0.00","Mar 29, 2024 at 11:27AM EDT","No"
"Trade","Will the high temp in Chicago be 48-49° on Mar 29 2024?","7cc296f3-48c2-40a2-9b7a-733d454673dc","Mar 29, 2024","99","27","0.00","Mar 29, 2024 at 11:00AM EDT","No"
"Trade","Will the **high temp in NYC** be 51-52° on Mar 29 2024?","730e330e-4d5a-4b79-b704-fc3a28208406","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 29 2024?","d0a01e7f-6b60-44dd-b2cf-1ba4de673b21","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 29 2024?","d3ef93b8-780f-45df-8a1f-60c6515f3d95","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 29 2024?","6357f0a3-4a79-4b1c-b30f-3419e1769be0","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the high temp in Chicago be 48-49° on Mar 29 2024?","7cc296f3-48c2-40a2-9b7a-733d454673dc","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 29 2024?","494c92da-b406-4068-bd93-b692a9a56c30","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:43AM EDT","No"
"Trade","Will the high temp in Chicago be >55° on Mar 29 2024?","bf1b868e-beb4-441f-b8f8-309d2aac84a7","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 73-74° on Mar 29 2024?","424c5764-c275-4706-9097-1a565f7e8b53","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 29 2024?","8adc56bf-9286-4775-b14b-5a410f185987","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 77-78° on Mar 29 2024?","154749a8-9f48-4d30-97df-5ea1dedaabeb","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be >80° on Mar 29 2024?","f760bb53-3c6e-494c-87a8-9bdd2d699800","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be >80° on Mar 29 2024?","f760bb53-3c6e-494c-87a8-9bdd2d699800","Mar 29, 2024","50","19","0.34","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be >80° on Mar 29 2024?","f760bb53-3c6e-494c-87a8-9bdd2d699800","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be >80° on Mar 29 2024?","f760bb53-3c6e-494c-87a8-9bdd2d699800","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 29 2024?","4894bd04-33ea-4fff-96ea-dd116787a43d","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 29 2024?","4894bd04-33ea-4fff-96ea-dd116787a43d","Mar 29, 2024","50","9","0.16","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 29 2024?","4894bd04-33ea-4fff-96ea-dd116787a43d","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 79-80° on Mar 29 2024?","4894bd04-33ea-4fff-96ea-dd116787a43d","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 77-78° on Mar 29 2024?","154749a8-9f48-4d30-97df-5ea1dedaabeb","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 77-78° on Mar 29 2024?","154749a8-9f48-4d30-97df-5ea1dedaabeb","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 77-78° on Mar 29 2024?","154749a8-9f48-4d30-97df-5ea1dedaabeb","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 75-76° on Mar 29 2024?","8adc56bf-9286-4775-b14b-5a410f185987","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in Miami** be 73-74° on Mar 29 2024?","424c5764-c275-4706-9097-1a565f7e8b53","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be >55° on Mar 29 2024?","bf1b868e-beb4-441f-b8f8-309d2aac84a7","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 54-55° on Mar 29 2024?","6603f717-1ac2-4b7b-95f9-b1fc4f490852","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 54-55° on Mar 29 2024?","6603f717-1ac2-4b7b-95f9-b1fc4f490852","Mar 29, 2024","50","39","0.69","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 29 2024?","262de5e1-98ee-4ba2-8e61-3254012d6d67","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 29 2024?","494c92da-b406-4068-bd93-b692a9a56c30","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 29 2024?","494c92da-b406-4068-bd93-b692a9a56c30","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 48-49° on Mar 29 2024?","7cc296f3-48c2-40a2-9b7a-733d454673dc","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be 48-49° on Mar 29 2024?","7cc296f3-48c2-40a2-9b7a-733d454673dc","Mar 29, 2024","50","11","0.20","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be <48° on Mar 29 2024?","51a7403b-3ad6-437d-9eef-8b7385f47297","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be <48° on Mar 29 2024?","51a7403b-3ad6-437d-9eef-8b7385f47297","Mar 29, 2024","50","9","0.16","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be <48° on Mar 29 2024?","51a7403b-3ad6-437d-9eef-8b7385f47297","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the high temp in Chicago be <48° on Mar 29 2024?","51a7403b-3ad6-437d-9eef-8b7385f47297","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 29 2024?","7290f28e-fa9a-4d6e-a39a-ec4878b4698d","Mar 29, 2024","99","40","0.03","Mar 29, 2024 at 10:42AM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 29 2024?","d3ef93b8-780f-45df-8a1f-60c6515f3d95","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 29 2024?","d3ef93b8-780f-45df-8a1f-60c6515f3d95","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 29 2024?","d0a01e7f-6b60-44dd-b2cf-1ba4de673b21","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 53-54° on Mar 29 2024?","d0a01e7f-6b60-44dd-b2cf-1ba4de673b21","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 51-52° on Mar 29 2024?","730e330e-4d5a-4b79-b704-fc3a28208406","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 51-52° on Mar 29 2024?","730e330e-4d5a-4b79-b704-fc3a28208406","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 29 2024?","7290f28e-fa9a-4d6e-a39a-ec4878b4698d","Mar 29, 2024","99","9","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 29 2024?","7290f28e-fa9a-4d6e-a39a-ec4878b4698d","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 29 2024?","7290f28e-fa9a-4d6e-a39a-ec4878b4698d","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 29 2024?","7290f28e-fa9a-4d6e-a39a-ec4878b4698d","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be <51° on Mar 29 2024?","7290f28e-fa9a-4d6e-a39a-ec4878b4698d","Mar 29, 2024","1","10","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","99","29","0.03","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 29 2024?","6357f0a3-4a79-4b1c-b30f-3419e1769be0","Mar 29, 2024","50","22","0.39","Mar 29, 2024 at 10:41AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 29 2024?","6357f0a3-4a79-4b1c-b30f-3419e1769be0","Mar 29, 2024","50","40","0.70","Mar 29, 2024 at 10:40AM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","50","21","0.37","Mar 29, 2024 at 10:40AM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:40AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 29 2024?","6357f0a3-4a79-4b1c-b30f-3419e1769be0","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:40AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 29 2024?","6357f0a3-4a79-4b1c-b30f-3419e1769be0","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:40AM EDT","No"
"Trade","Will the **high temp in NYC** be 57-58° on Mar 29 2024?","6357f0a3-4a79-4b1c-b30f-3419e1769be0","Mar 29, 2024","50","38","0.67","Mar 29, 2024 at 10:40AM EDT","No"
"Trade","Will the **high temp in Austin** be 74-75° on Mar 29 2024?","91db67d6-ecec-47fa-a0fa-210c0e19e2b8","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:15AM EDT","No"
"Trade","Will the **high temp in Austin** be 76-77° on Mar 29 2024?","962f9c27-dc98-489a-8587-399f56674099","Mar 29, 2024","99","1","0.00","Mar 29, 2024 at 10:15AM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","50","40","0.70","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be 78-79° on Mar 29 2024?","ff76597e-a6cc-40c6-961a-3c4ace2f1736","Mar 29, 2024","50","39","0.69","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be 76-77° on Mar 29 2024?","962f9c27-dc98-489a-8587-399f56674099","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be 76-77° on Mar 29 2024?","962f9c27-dc98-489a-8587-399f56674099","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be 74-75° on Mar 29 2024?","91db67d6-ecec-47fa-a0fa-210c0e19e2b8","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be 74-75° on Mar 29 2024?","91db67d6-ecec-47fa-a0fa-210c0e19e2b8","Mar 29, 2024","50","20","0.35","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","1","10","0.01","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","1","1","0.01","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","50","10","0.18","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in Austin** be <74° on Mar 29 2024?","86a437c3-4fcd-4b24-bc48-69efc95a322b","Mar 29, 2024","99","9","0.01","Mar 29, 2024 at 10:12AM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 28 2024?","da564364-d898-4f53-b6a2-a1bf62210551","Mar 28, 2024","99","1","0.00","Mar 28, 2024 at 10:44PM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 28 2024?","27f3ff52-389c-49ec-a05e-e411864b7ad8","Mar 28, 2024","99","10","0.00","Mar 28, 2024 at 9:27PM EDT","No"
"Trade","Will the high temp in Chicago be 50-51° on Mar 28 2024?","27f3ff52-389c-49ec-a05e-e411864b7ad8","Mar 28, 2024","99","10","0.00","Mar 28, 2024 at 9:24PM EDT","No"
"Trade","Will the **high temp in Miami** be >88° on Mar 28 2024?","383aa97a-a3ba-44e0-9dee-e18a2fd2797c","Mar 28, 2024","99","38","0.00","Mar 28, 2024 at 6:04PM EDT","No"
"Trade","Will the **high temp in Austin** be >80° on Mar 28 2024?","676497f1-9045-4d81-b1b5-b58036190718","Mar 28, 2024","99","18","0.00","Mar 28, 2024 at 6:04PM EDT","No"
"Trade","Will the **high temp in Miami** be 87-88° on Mar 28 2024?","ca239585-556c-4374-b121-a045910cc3f2","Mar 28, 2024","99","27","0.00","Mar 28, 2024 at 5:30PM EDT","No"
"Trade","Will the **high temp in Austin** be 77-78° on Mar 28 2024?","4df404ba-ee8e-4f37-a044-d613e4b7c53c","Mar 28, 2024","99","28","0.00","Mar 28, 2024 at 5:21PM EDT","No"
"Trade","Will the **high temp in Austin** be 75-76° on Mar 28 2024?","4b69d64a-2891-4fe7-a8d2-4892434f5150","Mar 28, 2024","99","20","0.00","Mar 28, 2024 at 5:20PM EDT","No"
"Trade","Will the high temp in Chicago be <46° on Mar 28 2024?","0bfe9937-f190-44e6-a06d-f50ac765a5af","Mar 28, 2024","99","10","0.00","Mar 28, 2024 at 3:54PM EDT","No"
"Trade","Will the **high temp in Miami** be 87-88° on Mar 28 2024?","ca239585-556c-4374-b121-a045910cc3f2","Mar 28, 2024","99","10","0.00","Mar 28, 2024 at 3:54PM EDT","No"
"Trade","Will the **high temp in NYC** be 55-56° on Mar 28 2024?","da564364-d898-4f53-b6a2-a1bf62210551","Mar 28, 2024","99","10","0.00","Mar 28, 2024 at 3:54PM EDT","No"
"Trade","Will the high temp in Chicago be 52-53° on Mar 28 2024?","57ea25a7-cbc7-4bb5-9376-40c65b83ebd1","Mar 28, 2024","99","7","0.00","Mar 28, 2024 at 2:47PM EDT","No"
"Trade","Will the **high temp in Austin** be >80° on Mar 28 2024?","676497f1-9045-4d81-b1b5-b58036190718","Mar 28, 2024","99","10","0.00","Mar 28, 2024 at 2:47PM EDT","No"
"Trade","Will the **high temp in Miami** be 81-82° on Mar 28 2024?","ad078828-e46a-400c-b4ef-1624297c243c","Mar 28, 2024","99","40","0.00","Mar 28, 2024 at 2:38PM EDT","No"
"Trade","Will the **high temp in Miami** be 85-86° on Mar 28 2024?","f3400fd3-5f65-47c5-90a2-43031fc2d763","Mar 28, 2024","99","28","0.00","Mar 28, 2024 at 2:37PM EDT","No"
